,HY_2080_1#FIQC102_2.PV,HY_2080_1#FIC103_2.PV,HY_2080_1#FIC8.PV,HY_2080_1#FIC8.MV,HY_2080_1#FI702.PV,HY_2080_1#FIC701.PV,HY_2080_1#FIC1_1.PV,HY_2080_1#FI105.PV,HY_2080_1#FIQ101.PV,HY_2080_1#FI131.PV,HY_2080_1#AIAS102.PV,HY_2080_1#AIAS103.PV,HY_2080_1#AI701.PV,HY_2080_1#TIA703.PV,HY_2080_1#AI705.PV,HY_2080_1#AIAS704.PV,HY_2080_1#PIC104.PV,HY_2080_1#PdI2.PV,HY_2080_1#PIA2.PV,HY_2080_1#PdI1.PV,HY_2080_1#PI1.PV,HY_2080_1#TI1003.PV,HY_2080_1#LIC701.PV,HY_2080_1#FIC3.MV,HY_2540_1#TI702.PV
29-Mar-26 17:50:36,45520.46875,87634.05469,341.7235107,65,41972.89844,1719.417358,6475.428711,23553.07813,223246.2188,712.5216064,99.87625122,0.176656589,12.7383852,-184.1865845,99.89996338,0.363072902,7.041018963,4.232807636,35.37589645,5.306416035,423.154541,I/O Timeout,303.9013672,32,-180.7325439
29-Mar-26 18:00:36,45116.31641,86645.47656,345.6789246,65,42649.54688,1702.732666,6438.828125,23284.48242,219940.9375,634.9329224,99.85681915,0.173234269,12.35812473,-184.1746826,99.90759277,0.362904668,7.551280022,4.175967693,35.47451401,5.228302956,423.1263123,I/O Timeout,302.9685974,32,-180.7768402
29-Mar-26 18:10:36,44933.74609,86885.67969,343.24646,65,42680.45703,1735.177734,6481.287109,23490.14258,220570.6406,602.5117798,99.8688736,0.159766018,12.67267895,-184.1679688,99.91053009,0.362802207,6.924863338,4.217720985,35.4874649,5.258928299,423.8526001,I/O Timeout,302.9405823,32,-180.8002625
29-Mar-26 18:20:36,45276.29688,86719.36719,343.8828125,65,41954.88281,1718.622314,6508.209473,23811.09375,220420.9063,630.5905151,99.84950256,0.176194474,12.51071739,-184.162674,99.91910553,0.362611026,7.0058074,4.221592903,35.43050385,5.262526989,423.3217773,I/O Timeout,313.5159912,32,-180.7772217
29-Mar-26 18:30:36,45334.11328,86901.57813,345.3491516,65,42991.84375,1719.072144,6524.070801,23756.62305,220461.0781,625.4718018,99.84609222,0.176619574,12.73640347,-184.1813354,99.92438507,0.365394413,6.993382931,4.192200661,35.31671906,5.248035908,422.9551697,I/O Timeout,298.8325195,32,-180.745636
29-Mar-26 18:40:36,45290.40234,86668.38281,343.9695435,65,42721.39453,1664.842773,6475.611328,23734.28906,220234.2656,625.9145508,99.81789398,0.179387465,12.93683243,-184.1933899,99.92625427,0.368304968,7.079701424,4.190951824,35.17916107,5.237859249,422.754425,I/O Timeout,300.1077881,32,-180.7807007
29-Mar-26 18:50:36,45171.23047,86670.04688,339.046051,65,42586.39063,1654.203857,6531.828613,23830.43359,220309.0313,627.5397339,99.81785583,0.177476972,12.90250683,-184.1933899,99.92553711,0.369369656,7.005673885,4.206114292,35.15254211,5.283363819,422.7355042,I/O Timeout,322.6150818,32,-180.7263336
29-Mar-26 19:00:36,44883.37891,87167.99219,327.1326599,65,42965.62891,1663.127808,6510.294434,23844.97266,220194.4063,606.2637329,99.82463837,0.172199875,12.82374477,-184.1867371,99.92482758,0.367637277,7.005416393,4.228753567,35.25063324,5.282673359,422.9438782,I/O Timeout,315.7654114,32,-180.7704773
29-Mar-26 19:10:36,44803.41406,87223.42969,329.5692139,65,42611.26172,1655.87793,6508.717285,23900.1543,220040.7656,626.1838989,99.82723236,0.150283739,12.64071465,-184.1746826,99.92579651,0.367343068,7.048731327,4.215778351,35.33297348,5.278383732,422.9123535,I/O Timeout,308.1573486,32,-180.7177124
29-Mar-26 19:20:36,45211.03125,87005.67188,333.0663147,65,42032.47266,1656.907959,6507.22168,23846.66211,220552.2969,639.5665283,99.83190918,0.154904872,12.53170013,-184.1746826,99.92477417,0.3678599,6.988070965,4.213496685,35.12666702,5.268384457,422.798584,I/O Timeout,302.255249,32,-180.6705475
29-Mar-26 19:30:36,45126.60547,87451.08594,335.3029175,65,42887.48047,1662.480713,6574.519531,23887.375,220267.1406,633.2877808,99.82775116,0.156717569,12.63294983,-184.1811829,99.92471313,0.36751163,7.051596642,4.222483158,35.16995239,5.278482437,422.8879395,I/O Timeout,302.8945618,32,-180.6557465
29-Mar-26 19:40:36,45177.99219,86290.03125,340.2923279,65,42594.23438,1688.925781,6529.612305,23925.30859,219809.9688,639.3633423,99.81716919,0.151279569,12.83520317,-184.1933899,99.92533112,0.36798054,6.944496155,4.206878185,35.05417633,5.246584892,422.8455811,I/O Timeout,318.8280029,32,-180.6092072
29-Mar-26 19:50:36,45138.31641,86830.3125,343.4797058,65,43118.64844,1711.032715,6563.858887,23885.4043,220289.375,638.9365845,99.81705475,0.148470089,12.86654949,-184.1870575,99.92486572,0.369600028,7.125238895,4.202595711,35.14626312,5.260299206,423.098114,I/O Timeout,286.9957886,32,-180.6265259
29-Mar-26 20:00:36,45042.3125,87052.03125,343.9197998,65,42086.84766,1702.493408,6596.380859,23962.74414,220650.4531,607.5291748,99.81977081,0.148803905,13.04674625,-184.1746826,99.92533112,0.370371729,7.012856007,4.229536533,35.31906891,5.231911182,423.4479675,I/O Timeout,300.3481445,32,-180.6582794
29-Mar-26 20:10:36,44829.85156,87596.77344,345.8334045,65,42879.52344,1701.009155,6583.596191,23875.59375,221369.3438,593.6798096,99.84544373,0.161625132,13.10475063,-184.1746826,99.92366791,0.370899111,7.076209068,4.283224583,35.52338791,5.311014652,423.8243713,I/O Timeout,301.6542053,32,-180.7226868
29-Mar-26 20:20:36,45610.43359,87475.03125,337.3554993,65,42915.58203,1692.098755,6535.428223,23892.83203,221360.7188,598.4909668,99.84253693,0.157168537,12.89789104,-184.1536713,99.88500214,0.373592615,6.996164799,4.277637482,35.42079544,5.322599888,424.3625183,I/O Timeout,301.4832153,32,-180.7152863
29-Mar-26 20:30:36,44230.19922,88649.65625,425.1551819,78,42939.19141,1694.409058,6602.432617,24006.67383,222223.3438,577.4039307,99.86396027,0.148395896,12.72663498,-184.1185303,99.8190918,0.372658789,6.958886147,4.368249416,35.86618805,5.347207069,425.3997498,I/O Timeout,301.2146912,32,-180.7817078
29-Mar-26 20:40:36,45661.52734,88087.82813,433.8433228,78,41884.30469,1681.282349,6590.799316,23938.10742,222579.0313,560.3599854,99.8850708,0.155732036,12.24354458,-184.1185303,99.75031281,0.375151277,6.947590828,4.297393799,35.62728882,5.378371239,424.6087036,I/O Timeout,300.2652283,32,-180.7872925
29-Mar-26 20:50:36,45300.86328,87719.25781,336.0169373,60,42560.34766,1691.33728,6557.232422,23998.74609,222531,562.4542236,99.87670898,0.151279569,12.15270138,-184.1185303,99.74456024,0.379558384,7.002698898,4.290421486,35.61558533,5.366640568,424.5531616,I/O Timeout,300.2999573,32,-180.7635956
29-Mar-26 21:00:36,45364.48047,88221.89063,299.92099,60,42768.03906,1688.651978,6594.822266,23992.43164,222681.0781,556.7767944,99.87672424,0.154302716,12.2250185,-184.1185303,99.78820801,0.380059719,7.050118923,4.30223608,35.69109726,5.394210339,424.933136,I/O Timeout,285.4830933,32,-180.7824249
29-Mar-26 21:10:36,45528.39063,87749.98438,299.2719727,60,42383.28906,1692.845947,6618.583496,24074.38086,222369.125,552.1878662,99.8615799,0.147575617,12.40534306,-184.1185303,99.82372284,0.382288694,7.011520863,4.286057949,35.61459351,5.406547546,424.7652893,I/O Timeout,293.6086426,32,-180.782135
29-Mar-26 21:20:36,45330.35938,87873.15625,295.036377,60,42381.29688,1699.601318,6599.412598,24036.54102,222626.1563,578.3639526,99.85596466,0.153863251,12.47837734,-184.1185303,99.85470581,0.384792268,6.994697094,4.309803486,35.71796799,5.379565716,425.0617676,I/O Timeout,297.7314758,32,-180.7545929
29-Mar-26 21:30:36,45219.03125,88312.69531,302.1097107,60,42621.08984,1692.993286,6610.174316,24076.92578,222382.6719,577.0616455,99.85485077,0.149762288,12.47057629,-184.1185303,99.88019562,0.384936273,7.028327465,4.326519012,35.74119568,5.378953457,425.1498413,I/O Timeout,299.5183105,32,-180.7830505
29-Mar-26 21:40:36,45539.16406,88044.4375,303.1765137,60,42675.55469,1699.424194,6608.07666,24146.61328,222540.8281,573.8826904,99.84519958,0.153860331,12.50374794,-184.1185303,99.89244843,0.386803031,6.98735857,4.301106453,35.57197189,5.40806675,424.8817444,I/O Timeout,286.2217407,32,-180.7859802
29-Mar-26 21:50:36,45733.69531,88013.60156,303.4464417,60,42317.9375,1717.831665,6612.614746,23981.24219,222923.9531,579.781311,99.83888245,0.155732036,12.6223793,-184.1185303,99.89994049,0.386723697,7.029075623,4.295377254,35.64440918,5.408704758,425.0882263,I/O Timeout,291.3244019,32,-180.7723083
29-Mar-26 22:00:36,45715.54688,88291.39844,307.0828552,60,42592.26953,1745.994385,6626.397461,24142.51367,223188.4531,728.0491943,99.84894562,0.155059978,12.65618896,-184.1185303,99.90638733,0.389653772,7.033257961,4.328434944,35.74356079,5.413897038,425.9031982,I/O Timeout,289.3616333,32,-180.7582855
29-Mar-26 22:10:36,45847.89063,88315.79688,307.2999878,60,43027.58984,1732.814331,6622.635742,24139.5293,223282.3125,770.5392456,99.84114075,0.151279569,12.64226055,-184.1185303,99.90946198,0.392146081,6.966288567,4.333456039,35.78158951,5.435472488,425.3232727,I/O Timeout,283.0003662,32,-180.7654419
29-Mar-26 22:20:36,45774.98828,88371.89063,308.6098938,60,42769.92578,1714.725342,6642.345215,23968.15234,223191.6094,784.0628662,99.82693481,0.148035213,12.73868847,-184.1185303,99.91129303,0.394571424,7.013977528,4.329360485,35.75732803,5.424974442,425.3432312,I/O Timeout,287.5428467,32,-180.7753143
29-Mar-26 22:30:36,46038.61719,88495.97656,307.6156311,60,42416.47656,1727.092163,6574.443848,23997.41016,223226.6875,781.7747803,99.82413483,0.145767108,12.76465607,-184.1185303,99.91565704,0.396725237,6.99791193,4.334590435,35.75427628,5.440794945,425.5171204,I/O Timeout,306.2861938,32,-180.7870331
29-Mar-26 22:40:36,45827.89453,88306.53125,307.1958923,60,42611.65234,1727.16333,6671.890625,24121.48242,223576.9844,780.1729126,99.80814362,0.131849185,12.80918789,-184.1265869,99.91387177,0.396796465,7.077382565,4.33298254,35.75790787,5.442216396,425.3826904,I/O Timeout,311.4972839,32,-180.7736816
29-Mar-26 22:50:36,45733.75,88445.4375,307.3832092,60,42826.92188,1725.942871,6645.104004,24107.21484,223273.9688,810.7937622,99.81247711,0.152127564,12.80411816,-184.1372375,99.88341522,0.399489909,7.09280014,4.348781586,35.83006287,5.44109726,425.8352356,I/O Timeout,293.8232727,32,-180.7873383
29-Mar-26 23:00:36,44479.32813,88873.22656,382.1706543,78,42313.14453,1731.769409,6636.694824,24033.35352,223374.625,809.3743896,99.82619476,0.154891104,12.74597645,-184.1110992,99.56919861,0.398911238,7.007429123,4.394526958,36.10173416,5.43993187,426.1421204,I/O Timeout,263.1016235,32,-180.775116
29-Mar-26 23:10:36,45325.66406,88686.34375,433.6855469,78,41924.27344,1718.53894,6742.536133,24159.06445,223319.375,806.6780396,99.85112762,0.145659268,12.52091312,-184.0906372,98.77780151,0.389514208,6.977837086,4.395371437,36.00110626,5.438314915,426.3022766,I/O Timeout,262.7205811,32,-180.7850647
29-Mar-26 23:20:36,45243.68359,88681.46094,385.2247009,70,41770.48828,1691.640381,6648.91748,24140.42383,223668.2813,816.8704834,99.86950684,0.154946804,12.35115814,-184.0902557,98.39027405,0.388657182,7.048259258,4.377721786,36.04667282,5.435985088,426.1437073,I/O Timeout,264.2356567,32,-180.7754059
29-Mar-26 23:30:36,44949.34375,88475.35938,339.6341858,65,41724.33594,1644.390991,6658.466797,24039.68945,221544.8438,808.7085571,99.86382294,0.155241564,12.37245178,-184.100174,98.68073273,0.39156571,6.892227173,4.332546234,35.68011856,5.34018755,425.0938721,I/O Timeout,269.9655457,32,-180.7732391
29-Mar-26 23:40:36,45008.67969,87977.78906,313.8856201,60,41808.64453,1630.107544,6655.061035,24031.23633,220980.5,807.4957275,99.86538696,0.151279569,12.52399826,-184.0994415,99.01589966,0.391188055,7.039897442,4.296460152,35.55434418,5.303128719,425.9743652,I/O Timeout,268.6086121,32,-180.7894135
29-Mar-26 23:50:36,45938.21484,89331.53906,308.7442322,60,41939.63672,1721.364502,6677.345215,23599.9043,225633.625,823.7211304,99.90818024,0.152015194,12.19844151,-184.0905457,99.27970886,0.392791331,7.106422901,4.376708984,36.2027359,5.455516815,426.2417603,I/O Timeout,269.8858948,32,-180.7717896
30-Mar-26 00:00:36,44925.50391,88137.80469,307.8985291,60,41831.15625,1698.492798,6543.232422,23404.86719,223437.4219,811.4588623,99.85441589,0.153260604,12.5139904,-184.0998077,99.490448,0.395258904,7.203691959,4.337226391,35.92118835,5.402363777,425.7816162,I/O Timeout,274.9743347,32,-180.7657013
30-Mar-26 00:10:36,45100.76172,88303.72656,306.3415833,60,42105.30078,1750.907227,6619.307129,23737.70117,223638.5156,620.0788574,99.87247467,0.15103437,12.56107807,-184.0998077,99.63262177,0.395513177,6.981592655,4.322444439,35.95916748,5.388672352,425.9399719,I/O Timeout,287.6786499,32,-180.772171
30-Mar-26 00:20:36,45130.37891,88278.94531,310.7034607,60,42497.625,1769.101929,6676.036621,23937.12695,222772.8906,656.0164795,99.8662262,0.15103437,12.60326862,-184.0998077,99.72940826,0.399069399,7.036843777,4.350949764,35.94057083,5.403577328,425.7345276,I/O Timeout,288.5159912,32,-180.7624664
30-Mar-26 00:30:36,45635.15234,87928.07813,304.8141785,60,42215.70313,1755.145874,6588.115234,23951.5625,223468.5313,712.7875366,99.8572998,0.157713085,12.5754652,-184.1179504,99.79839325,0.403610438,7.033094883,4.305594444,35.75696945,5.362785339,424.8417053,I/O Timeout,283.1721802,32,-180.7738953
30-Mar-26 00:40:36,45293.11328,88150.90625,314.8535156,60,42447.96875,1757.045166,6691.138672,23923.92383,223395.2813,674.1958618,99.84357452,0.155732036,12.93639851,-184.1185303,99.8387146,0.408637702,6.981996059,4.322291374,35.72254181,5.383661747,424.7756348,I/O Timeout,281.7351379,32,-180.7664032
30-Mar-26 00:50:36,45412.41797,87995.77344,312.3815308,60,41953.83594,1725.992676,6690.378418,23984.39648,223564.3906,477.81604,99.84251404,0.157222733,12.93332386,-184.1185303,99.86391449,0.412071288,7.066035748,4.327943325,35.75622559,5.375299454,425.0480957,I/O Timeout,273.5792847,32,-180.7766113
30-Mar-26 01:00:36,45089.49219,88003.30469,310.6557922,60,42408.58984,1738.357788,6665.227051,24072.50195,223392.9375,392.4867554,99.83752441,0.153748944,12.94328308,-184.1185303,99.89147949,0.415757179,7.012913227,4.329964638,35.85176849,5.40464735,425.3344116,I/O Timeout,291.8547058,32,-180.7786255
30-Mar-26 01:10:36,45401.92578,88119.46875,308.4882202,60,42582.34766,1682.825806,6608.44873,24068.9375,224060.25,440.4772339,99.84194946,0.15373227,12.81023598,-184.1185303,99.89884949,0.421076596,7.018476009,4.325566292,35.71251678,5.379535198,425.0461731,I/O Timeout,277.186615,32,-180.7767029
30-Mar-26 01:20:36,45412.75,87972.51563,307.3247375,60,42086.64063,1648.236206,6703.490723,23909.57422,223335.9688,496.5032959,99.83837128,0.151279569,12.77535629,-184.1185303,99.9072876,0.424866915,6.978657246,4.324954987,35.70283127,5.390822411,425.0825195,I/O Timeout,290.0762939,32,-180.7748413
30-Mar-26 01:30:36,45600.63281,88111.86719,306.4189453,60,41986.07422,1679.684692,6639.623047,23887.44922,223776.5938,750.1019287,99.83383942,0.152882814,12.83017635,-184.1185303,99.90764618,0.423439324,7.012750626,4.326049328,35.69580841,5.385234833,424.8975525,I/O Timeout,283.0574341,32,-180.7846375
30-Mar-26 01:40:36,45248.56641,87964.22656,310.3046875,60,42421.87109,1665.173828,6757.613281,23990.28516,223902.125,238.9885712,99.83386993,0.147278935,12.84916401,-184.109848,99.90375519,0.419540405,6.92105341,4.341409683,35.7789917,5.400143623,425.1386108,I/O Timeout,293.7769165,32,-180.7847137
30-Mar-26 01:50:36,45654.67188,88805.44531,310.071106,60,41797.08203,1627.564575,6775.442871,24085.46484,224067.5938,369.0895081,99.8548584,0.152848288,12.76045609,-184.0998077,99.85945892,0.415407598,7.162186623,4.378675938,35.99682617,5.448721886,426.0892944,I/O Timeout,269.207428,32,-180.7710114
30-Mar-26 02:00:36,45233.77344,88720.08594,311.0278625,60,42097.73828,1659.687744,6925.687988,24029.8125,224254.1563,646.8914795,99.85484314,0.12683703,12.81720829,-184.0998077,99.74002075,0.413303226,6.979592323,4.383827209,35.99586487,5.443258762,425.8039856,I/O Timeout,292.2307739,32,-180.7451935
30-Mar-26 02:10:36,45114.22266,88649.17188,311.3040466,60,41962.14453,1620.756104,6940.719727,24028.14258,223753.5156,701.7549438,99.85813141,0.149803206,12.84467697,-184.0998077,99.50424194,0.409886301,7.021459103,4.375294209,36.06464767,5.407209396,425.9044495,I/O Timeout,266.2542725,32,-180.728653
30-Mar-26 02:20:36,44568.00391,88862.17188,310.762146,60,42323.11719,1609.845825,6918.914551,24143.08008,224856.0781,1196.629028,99.86980438,0.153674722,12.71363258,-184.0911255,98.98259735,0.406672895,7.019090652,4.412577629,36.11461258,5.427234173,426.2192993,I/O Timeout,267.388092,32,-180.7480621
30-Mar-26 02:30:36,45289.44531,88630.63281,312.3756409,60,42181.80078,1595.913696,6942.659668,24042.99609,223843.8281,1212.568604,99.88166809,0.155702367,12.56252766,-184.0896149,98.62419128,0.401451409,6.95263052,4.383724689,35.92160416,5.412704945,426.2080383,I/O Timeout,279.392334,32,-180.7642212
30-Mar-26 02:40:36,45360.36328,88555.89063,345.3153076,66,42307.32813,1575.903076,6962.364258,24108.05078,224138.2344,886.8425903,99.88613129,0.125025779,12.52880764,-184.0998077,98.69669342,0.393340141,7.085627079,4.371820927,36.00725174,5.461438656,425.867157,I/O Timeout,288.3269043,32,-180.770752
30-Mar-26 02:50:36,44738.25781,88900.07031,355.617157,66,42095.22656,1590.282715,6941.401367,23973.04102,224449.5781,870.8978271,99.88595581,0.129023194,12.65629578,-184.0914307,98.98400879,0.386185735,7.047812462,4.409846306,36.17979431,5.417515755,425.7258606,I/O Timeout,294.2071838,32,-180.7790527
30-Mar-26 03:00:36,45035.19141,88479.67188,357.7829285,66,41954.48828,1600.644165,6980.36084,23989.28906,224546.6875,960.8182983,99.89141083,0.129324019,12.54483032,-184.0895233,99.24199677,0.381542414,6.988055229,4.37323761,36.17842484,5.393993855,425.8822937,I/O Timeout,306.8532104,32,-180.7755737
30-Mar-26 03:10:36,45235.53516,88449.25781,356.942688,66,42292.53516,1614.297363,6948.908691,24137.36914,224003.2031,999.8292847,99.89146423,0.13360846,12.58584499,-184.0998077,99.43852997,0.377959281,6.884811401,4.364980221,35.9626503,5.404943466,425.5743408,I/O Timeout,339.5371704,32,-180.7542267
30-Mar-26 03:20:36,45613.62891,88379.16406,358.9299622,66,42075.03125,1612.946533,6886.542969,24049.28906,224185.4844,1002.575134,99.87560272,0.127309352,12.61235237,-184.0914307,99.59333038,0.375692725,7.077176571,4.358435631,36.08688736,5.38112545,425.9690857,I/O Timeout,295.0522766,32,-180.7344971
30-Mar-26 03:30:36,45145.1875,88194.57813,356.4332275,66,42191.89453,1598.65918,6960.556152,24196.53125,224276.6563,996.0177612,99.88347626,0.101683386,12.80808258,-184.0727997,99.68852234,0.373527199,7.029047966,4.402563095,36.416008,5.408775806,426.7512817,I/O Timeout,283.1410217,32,-180.7394867
30-Mar-26 03:40:36,45474.64844,88546.45313,354.0845947,66,42155.32813,1601.978638,6973.719727,24082.69336,224346.9531,999.958313,99.90080261,0.12928912,12.62396049,-184.0810852,99.76040649,0.372249782,6.921429157,4.413022041,36.38949966,5.446235657,426.8279419,I/O Timeout,289.8296204,32,-180.7380066
30-Mar-26 03:50:36,44794.9375,88855.28906,353.0292664,66,42032.61719,1594.234497,6979.236816,24095.05078,224260.4063,739.2878418,99.90335846,0.134678468,12.51365185,-184.0810852,99.81925964,0.372381866,6.991027355,4.442727089,36.27220535,5.42276144,426.5150757,I/O Timeout,278.1831665,32,-180.7590942
30-Mar-26 04:00:36,44807.59766,89016.27344,347.01474,66,42504.65234,1582.996338,6991.389648,24016.27734,224895.0781,715.0046997,99.91519165,0.149775922,12.36225319,-184.0727997,99.85488892,0.371132821,6.830079079,4.413648605,36.15680313,5.4534688,426.1639709,I/O Timeout,311.216095,32,-180.760498
30-Mar-26 04:10:36,45160.73438,88700.24219,342.7958984,66,42293.40234,1577.651978,6943.4375,23944.6543,224368.3594,713.1265259,99.89585114,0.131381273,12.21018028,-184.0791016,99.87399292,0.368592829,6.998180389,4.353097439,35.8551712,5.398892879,425.7817383,I/O Timeout,266.3446045,32,-180.7568207
30-Mar-26 04:20:36,45298.03516,88353.72656,345.2937622,66,42135.22656,1602.030396,6937.701172,24015.72852,224497.9375,711.4399414,99.89555359,0.133211955,12.3690815,-184.0915985,99.8894577,0.361837298,7.074729919,4.370388985,36.09396744,5.41297102,425.642334,I/O Timeout,271.5332947,32,-180.7481537
30-Mar-26 04:30:36,45430.37109,88860.57813,344.4305115,66,42275.39844,1622.625854,6966.103516,24031.1543,224692.5469,709.3101196,99.90682983,0.133247167,12.32475185,-184.0891418,99.90454102,0.35574162,6.872766018,4.39085865,36.07495117,5.440075874,425.2904968,I/O Timeout,288.5618896,32,-180.7476654
30-Mar-26 04:40:36,45504.88281,88761.90625,344.8484802,66,42187.875,1673.176025,6935.375,24061.92383,224601.4688,701.2362061,99.90020752,0.124684915,12.35860634,-184.0998077,99.90794373,0.352763593,7.044010639,4.358385086,35.9667511,5.419018269,425.2749023,I/O Timeout,282.1474609,32,-180.744873
30-Mar-26 04:50:36,45543.39453,88956.02344,348.9499512,66,42320.15234,1693.131104,6904.204102,24096.64844,224647.7031,700.5089111,99.90023041,0.126796961,12.46508789,-184.0998077,99.91027832,0.352158695,7.027153015,4.364847183,35.97093964,5.417901039,425.5046692,I/O Timeout,288.9273071,32,-180.7351227
30-Mar-26 05:00:36,45294.71484,88718.75781,345.1284485,66,42492.02734,1714.865723,6887.211914,24192.4082,224170.6719,697.5137939,99.90018463,0.126986459,12.4735899,-184.0921478,99.92100525,0.353837788,7.010917187,4.387476921,36.04273605,5.420213223,425.9735413,I/O Timeout,287.0569153,32,-180.7385712
30-Mar-26 05:10:36,45445.41797,88816.52344,345.2817078,66,42163.16016,1722.622559,7007.245117,24083.41211,225203.3594,695.8707275,99.90167999,0.13316834,12.40548229,-184.0810852,99.92397308,0.355020911,7.011708736,4.386253357,36.06525421,5.42334938,426.0550537,I/O Timeout,277.0084534,32,-180.7469788
30-Mar-26 05:20:36,45348.74219,88769.01563,348.7122192,66,42443.58594,1668.662354,6979.65918,24067.35742,223388.375,689.180603,99.89820862,0.122344494,12.44289684,-184.0885162,99.92403412,0.355464011,7.006433487,4.389603615,36.04571533,5.443255901,425.7758789,I/O Timeout,301.0158081,32,-180.7337189
30-Mar-26 05:30:36,45370.72656,88092.38281,347.6618347,66,42108.23047,1675.241821,6939.814941,24077.01172,222751.2813,685.3891602,99.86882019,0.124743655,12.52847481,-184.118988,99.92337799,0.355907112,7.055101871,4.307088375,35.71128464,5.316077709,424.5118713,I/O Timeout,286.3399658,32,-180.7382813
30-Mar-26 05:40:36,45082.28906,87406.71094,352.4656677,66,41589.78516,1654.507813,6835.414551,23984.24219,221526.9844,685.7773438,99.86665344,0.133397475,12.97754192,-184.1137543,99.92285919,0.354556203,6.803556919,4.290195942,35.54951477,5.269879818,424.9031982,I/O Timeout,291.425354,32,-180.7348785
30-Mar-26 05:50:36,45442.83203,90289.91406,344.5565186,66,42321.00391,1712.026733,6915.925293,23766.54492,224665.3594,660.9234619,99.93408966,0.129023194,12.36864758,-184.0354156,99.91283417,0.354127407,6.999630928,4.442848206,36.69102859,5.508800983,426.9968567,I/O Timeout,284.4031677,32,-180.7383728
30-Mar-26 06:00:36,45810.13281,89362.79688,349.6585388,66,41854.58984,1695.929932,6950.637207,23568.06445,224276.3125,649.6819458,99.93745422,0.124297149,11.93154049,-184.0329742,99.90817261,0.358342499,6.920633316,4.456491947,36.53972244,5.532299042,426.8921509,I/O Timeout,276.5685425,32,-180.7368469
30-Mar-26 06:10:36,46170.38281,88689.59375,329.5202026,60,42303.18359,1677.619751,6902.574707,23849.38281,224596.6563,629.5054932,99.91957092,0.109341837,11.91389751,-184.0436401,99.90808868,0.362734795,7.108170033,4.361588001,36.43620682,5.473065376,426.5409851,I/O Timeout,324.9244385,32,-180.7324829
30-Mar-26 06:20:36,46099.75,88722.53125,300.2080994,55,41886.69141,1683.217285,6925.291992,24024.4707,224428.9844,623.6078491,99.89574432,0.124653809,12.26820946,-184.0805206,99.90699005,0.367615283,7.073771954,4.383875847,36.38424301,5.486120224,426.3161316,I/O Timeout,273.2505493,32,-180.762207
30-Mar-26 06:30:36,45834.41016,88660.625,293.0561523,55,42528.60938,1729.072876,6960.97998,24092.55273,224256.9375,597.4116211,99.88903809,0.132889509,12.60046768,-184.0629425,99.91114807,0.369961649,7.064743042,4.418955803,36.38644791,5.469543457,426.8585815,I/O Timeout,265.5779114,32,-180.7578888
30-Mar-26 06:40:36,45707.92188,88779.47656,287.8718262,55,42115.8125,1627.572632,6948.253418,24179.71289,224267.8438,599.0452271,99.88758087,0.10456112,12.73301315,-184.0803528,99.90746307,0.370247364,7.030618191,4.409025192,36.40377426,5.500184059,426.8175354,I/O Timeout,266.6612854,32,-180.7609558
30-Mar-26 06:50:36,45933.58594,88329.17969,307.0149536,55,42041.35547,1581.676514,7014.499023,24194.9043,224219.625,589.6140137,99.8655014,0.106663287,12.77890968,-184.0623627,99.9050293,0.368601739,7.120361328,4.403759956,36.56893539,5.459202766,427.5899048,I/O Timeout,264.4784851,32,-180.7653046
30-Mar-26 07:00:36,44947.67188,88133.85938,309.8349304,55,42026.53516,1541.589478,7006.904785,24227.86133,224138.1719,554.9810181,99.85760498,0.102396451,12.99344635,-184.0623627,99.90552521,0.364409894,7.024888515,4.397219181,36.88191986,5.417938709,427.5734558,I/O Timeout,289.7899475,32,-180.7438965
30-Mar-26 07:10:36,45232.33203,87747.9375,306.9198303,55,41850.67188,1521.362915,6977.269043,24114.41406,223343.2656,526.5668945,99.8560791,0.111175165,12.97627735,-184.0623627,99.90550232,0.363139004,7.02555275,4.361089706,36.59872055,5.412492275,427.8004761,I/O Timeout,299.4208374,32,-180.7242432
30-Mar-26 07:20:36,44606.01563,88177.10938,293.5631714,55,41982.85547,1541.927246,6988.447266,24087.8418,222746.2656,516.107605,99.85640717,0.102322727,12.85665607,-184.0646057,99.90576935,0.36169517,7.023794174,4.373169422,36.64752197,5.381249905,427.1300354,I/O Timeout,288.7852783,32,-180.7349854
30-Mar-26 07:30:36,44925.73828,87101.94531,306.6864014,55,42245.36328,1509.473755,6965.088867,24107.53906,220857.375,475.5991211,99.82637024,0.111214198,13.10867596,-184.1135864,99.90515137,0.358593851,6.969310284,4.273210049,35.89703751,5.294573307,424.8634338,I/O Timeout,269.665741,32,-180.7232056
30-Mar-26 07:40:36,44318.59766,87450.28125,301.938324,55,42363.63281,1515.930664,6980.29541,23999.40039,221162.5781,391.1584473,99.8354187,0.106787331,13.12394333,-184.1097717,99.9058609,0.353369445,6.56391716,4.32320118,35.90244675,5.300408363,424.3945007,I/O Timeout,295.1391602,32,-180.7008057
30-Mar-26 07:50:36,45359.06641,88257.60938,301.9631653,55,41955.36719,1599.270874,6888.410645,23848.48633,221140.8125,58.86528778,99.85774994,0.135690734,12.80153656,-184.1234741,99.9058609,0.349076688,6.973722935,4.292871475,35.45038223,5.305299282,423.3994751,I/O Timeout,269.8685608,32,-180.7009125
